11188
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Douzième extrait>,<>,<>
portant,porter,13
l',le,71
espoir,espoir,21
d',de,81
une,un,71
création,création,22
nouvelle,nouveau,30
/.,/.,P
trois,trois,72
des,de,81
des,le,71
Eloïm,Eloïm,20
s',se,51
étaient,être,18
réfugiés,réfugier,12
sur,sur,81
la,le,71
cime,cime,22
la,le,71
plus,plus,60
hautes,haut,30
des,de,81
des,le,71
montagnes,montagne,22
d',de,81
Afrique,Afrique,20
/.,/.,P
un,un,71
combat,combat,21
se,se,51
livra,livrer,19
entre,entre,81
eux,ils,51
/.,/.,P
ici,ici,60
ma,mon,73
mémoire,mémoire,22
se,se,51
trouble,troubler,17
",",",",p
et,et,82
je,je,51
ne,ne,60
sais,savoir,17
quel,quel,52
fut,être,19
le,le,71
résultat,résultat,21
de,de,81
cette,ce,74
lutte,lutte,22
suprême,suprême,30
/.,/.,P
seulement,seulement,60
",",",",p
je,je,51
vois,voir,17
encore,encore,60
debout,debout,60
",",",",p
sur,sur,81
un,un,71
pic,pic,21
baigné,baigné,31
des,de,81
des,le,71
eaux,eau,22
",",",",p
une,un,71
femme,femme,22
abandonnée,abandonné,31
par,par,81
eux,ils,51
",",",",p
qui,qui,52
crie,crier,17
les,le,71
cheveux,cheveu,21
épars,épars,30
",",",",p
se,se,51
débattant,débattre,13
contre,contre,81
la,le,71
mort,mort,22
/.,/.,P
ses,son,73
accents,accent,21
plaintifs,plaintif,30
dominaient,dominer,18
le,le,71
bruit,bruit,21
des,de,81
des,le,71
eaux,eau,22
/…,/…,P
fut,être,19
elle,il,51
sauvée,sauver,12
/?,/?,P
je,je,51
l',le,52
ignore,ignorer,17
/.,/.,P
les,le,71
dieux,dieu,21
ses,son,73
frères,frère,21
",",",",p
l',le,52
avaient,avoir,18
condamnée,condamner,12
;,;,p
mais,mais,82
au-dessus,au-dessus,60
de,de,81
sa,son,73
tête,tête,22
brillait,briller,18
l',le,71
étoile,étoile,22
du,de,81
du,le,71
soir,soir,21
",",",",p
qui,qui,52
versait,verser,18
sur,sur,81
son,son,73
front,front,21
des,de,81
des,le,71
rayons,rayon,21
enflammés,enflammé,31
/.,/.,P
l',le,71
hymne,hymne,21
interrompu,interrompu,31
de,de,81
la,le,71
terre,terre,22
et,et,82
des,de,81
des,le,71
cieux,ciel,21
retentit,retentir,19
harmonieusement,harmonieusement,60
pour,pour,81
consacrer,consacrer,14
l',le,71
accord,accord,21
des,de,81
des,le,71
races,race,22
nouvelles,nouveau,30
/.,/.,P
et,et,82
pendant,pendant,81
que,que,83
les,le,71
fils,fils,21
de,de,81
Noé,Noé,20
travaillaient,travailler,18
péniblement,péniblement,60
aux,à,81
aux,le,71
rayons,rayon,21
d',de,81
un,un,71
soleil,soleil,21
nouveau,nouveau,30
",",",",p
les,le,71
nécromants,nécromant,21
",",",",p
blottis,blotti,31
dans,dans,81
leurs,leur,73
demeures,demeure,22
souterraines,souterrain,30
",",",",p
y,y,52
gardaient,garder,18
toujours,toujours,60
leurs,leur,73
trésors,trésor,21
et,et,82
se,se,51
complaisaient,complaire,18
dans,dans,81
le,le,71
silence,silence,21
et,et,82
dans,dans,81
la,le,71
nuit,nuit,22
/.,/.,P
parfois,parfois,60
ils,ils,51
sortaient,sortir,18
timidement,timidement,60
de,de,81
leurs,leur,73
asiles,asile,21
et,et,82
venaient,venir,18
effrayer,effrayer,14
les,le,71
vivants,vivant,21
ou,ou,82
répandre,répandre,14
parmi,parmi,81
les,le,71
méchants,méchant,21
les,le,71
leçons,leçon,22
funestes,funeste,30
de,de,81
leurs,leur,73
sciences,science,22
/.,/.,P
tels,tel,52
sont,être,17
les,le,71
souvenirs,souvenir,21
que,que,52
je,je,51
retraçais,retracer,18
par,par,81
une,un,71
sorte,sorte,22
de,de,81
vague,vague,30
intuition,intuition,22
du,de,81
du,le,71
passé,passé,21
:,:,p
je,je,51
frémissais,frémir,18
en,en,81
reproduisant,reproduire,13
les,le,71
traits,trait,21
hideux,hideux,30
de,de,81
ces,ce,74
races,race,22
maudites,maudit,31
/.,/.,P
partout,partout,60
mourait,mourir,18
",",",",p
pleurait,pleurer,18
ou,ou,82
languissait,languir,18
l',le,71
image,image,22
souffrante,souffrant,30
de,de,81
la,le,71
mère,mère,22
éternelle,éternel,30
/.,/.,P
à,à,81
travers,travers,21
les,le,71
vagues,vague,30
civilisations,civilisation,22
de,de,81
l',le,71
Asie,Asie,20
et,et,82
de,de,81
l',le,71
Afrique,Afrique,20
",",",",p
on,on,51
voyait,voir,18
se,se,51
renouveler,renouveler,14
toujours,toujours,60
une,un,71
scène,scène,22
sanglante,sanglant,30
d',de,81
orgie,orgie,22
et,et,82
de,de,81
carnage,carnage,21
que,que,52
les,le,71
mêmes,même,75
esprits,esprit,21
reproduisaient,reproduire,18
sous,sous,81
des,de,81
des,le,71
formes,forme,22
nouvelles,nouveau,30
/.,/.,P
la,le,71
dernière,dernière,22
se,se,51
passait,passer,18
à,à,81
Grenade,Grenade,20
",",",",p
où,où,60
le,le,71
talisman,talisman,21
sacré,sacré,31
s',se,51
écroulait,écrouler,18
sous,sous,81
les,le,71
coups,coup,21
ennemis,ennemi,30
des,de,81
des,le,71
chrétiens,chrétien,21
et,et,82
des,de,81
des,le,71
Maures,Maure,20
/.,/.,P
combien,combien,60
d',de,81
années,année,22
encore,encore,60
le,le,71
monde,monde,21
aura,avoir,15
t,t,94
il,il,51
à,à,81
souffrir,souffrir,14
",",",",p
car,car,82
il,il,51
faut,falloir,17
que,que,83
la,le,71
vengeance,vengeance,22
de,de,81
ces,ce,74
éternels,éternel,30
ennemis,ennemi,21
se,se,51
renouvelle,renouveler,17
sous,sous,81
d',de,81
autres,autre,75
cieux,ciel,21
/!,/!,P
ce,ce,52
sont,être,17
les,le,71
tronçons,tronçon,21
divisés,divisé,31
du,de,81
du,le,71
serpent,serpent,21
qui,qui,52
entoure,entourer,17
la,le,71
terre,terre,22
",",",",p
séparés,séparé,31
par,par,81
le,le,71
fer,fer,21
",",",",p
ils,ils,51
se,se,51
rejoignent,rejoindre,17
dans,dans,81
un,un,71
hideux,hideux,30
baiser,baiser,21
cimenté,cimenté,31
par,par,81
le,le,71
sang,sang,21
des,de,81
des,le,71
hommes,homme,21
/.,/.,P
<Page 38 Partie 1 Chapitre 9>,<>,<>
telles,tel,52
furent,être,19
les,le,71
images,image,22
qui,qui,52
se,se,51
montrèrent,montrer,19
tour,tour,21
à,à,81
tour,tour,21
devant,devant,81
mes,mon,73
yeux,oeil,21
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
le,le,71
calme,calme,21
était,être,18
rentré,rentrer,12
dans,dans,81
mon,mon,73
esprit,esprit,21
",",",",p
et,et,82
je,je,51
quittai,quitter,19
cette,ce,74
demeure,demeure,22
qui,qui,52
était,être,18
pour,pour,81
moi,moi,51
un,un,71
paradis,paradis,21
/.,/.,P
des,de,81
des,le,71
circonstances,circonstance,22
fatales,fatal,30
préparèrent,préparer,19
",",",",p
longtemps,longtemps,60
après,après,81
",",",",p
une,un,71
rechute,rechute,22
qui,qui,52
renoua,renouer,19
la,le,71
série,série,22
interrompue,interrompu,31
de,de,81
ces,ce,74
étranges,étrange,30
rêveries,rêverie,22
/.,/.,P
-,-,p
je,je,51
me,je,51
promenais,promener,18
dans,dans,81
la,le,71
campagne,campagne,22
préoccupé,préoccupé,31
d',de,81
un,un,71
travail,travail,21
qui,qui,52
se,se,51
rattachait,rattacher,18
aux,à,81
aux,le,71
idées,idée,22
religieuses,religieux,30
/.,/.,P
en,en,81
passant,passer,13
devant,devant,81
une,un,71
maison,maison,22
",",",",p
j',je,51
entendis,entendre,19
un,un,71
oiseau,oiseau,21
qui,qui,52
parlait,parler,18
selon,selon,81
quelques,quelque,75
mots,mot,21
qu',que,52
on,on,51
lui,lui,51
avait,avoir,18
appris,apprendre,12
",",",",p
mais,mais,82
dont,dont,52
le,le,71
bavardage,bavardage,21
confus,confus,30
me,je,51
parut,paraître,19
avoir,avoir,14
un,un,71
sens,sens,21
;,;,p
il,il,51
me,je,51
rappela,rappeler,19
celui,celui,52
de,de,81
la,le,71
vision,vision,22
que,que,52
j',je,51
ai,avoir,17
racontée,raconter,12
plus,plus,60
haut,haut,60
",",",",p
et,et,82
je,je,51
sentis,sentir,19
un,un,71
frémissement,frémissement,21
de,de,81
mauvais,mauvais,30
augure,augure,21
/.,/.,P
quelques,quelque,75
pas,pas,21
plus,plus,60
loin,loin,60
",",",",p
je,je,51
rencontrai,rencontrer,19
un,un,71
ami,ami,21
que,que,52
je,je,51
n',ne,60
avais,avoir,18
pas,pas,60
vu,voir,12
depuis,depuis,81
longtemps,longtemps,60
et,et,82
qui,qui,52
demeurait,demeurer,18
dans,dans,81
une,un,71
maison,maison,22
voisine,voisin,30
/.,/.,P
il,il,51
voulut,vouloir,19
me,je,51
faire,faire,14
voir,voir,14
sa,son,73
propriété,propriété,22
",",",",p
et,et,82
",",",",p
dans,dans,81
cette,ce,74
visite,visite,22
",",",",p
il,il,51
me,je,51
fit,faire,19
monter,monter,14
sur,sur,81
une,un,71
terrasse,terrasse,22
élevée,élevé,31
d',de,81
où,où,60
l',l',94
on,on,51
découvrait,découvrir,18
un,un,71
vaste,vaste,30
horizon,horizon,21
/.,/.,P
c',ce,52
était,être,18
un,un,71
coucher,coucher,21
de,de,81
soleil,soleil,21
/.,/.,P
en,en,81
descendant,descendre,13
les,le,71
marches,marche,22
d',de,81
un,un,71
escalier,escalier,21
rustique,rustique,30
",",",",p
je,je,51
fis,faire,19
un,un,71
faux,faux,30
pas,pas,21
",",",",p
et,et,82
ma,mon,73
poitrine,poitrine,22
alla,aller,19
porter,porter,14
sur,sur,81
l',le,71
angle,angle,21
d',de,81
un,un,71
meuble,meuble,21
/.,/.,P
j',je,51
eus,avoir,19
assez,assez,60
de,de,81
force,force,22
pour,pour,81
me,je,51
relever,relever,14
et,et,82
m',je,51
élançai,élancer,19
jusqu',jusque,81
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
jardin,jardin,21
",",",",p
me,je,51
croyant,croire,13
frappé,frappé,31
à,à,81
mort,mort,22
",",",",p
mais,mais,82
voulant,vouloir,13
",",",",p
avant,avant,81
de,de,81
mourir,mourir,14
",",",",p
jeter,jeter,14
un,un,71
dernier,dernier,30
regard,regard,21
sur,sur,81
le,le,71
soleil,soleil,21
couchant,couchant,30
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
regrets,regret,21
qu',que,52
entraîne,entraîner,17
un,un,71
tel,tel,75
moment,moment,21
",",",",p
je,je,51
me,je,51
sentais,sentir,18
heureux,heureux,30
de,de,81
mourir,mourir,14
ainsi,ainsi,60
",",",",p
à,à,81
cette,ce,74
heure,heure,22
",",",",p
et,et,82
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
arbres,arbre,21
",",",",p
des,de,81
des,le,71
treilles,treille,22
et,et,82
des,de,81
des,le,71
fleurs,fleur,22
d',de,81
automne,automne,21
/.,/.,P
ce,ce,52
ne,ne,60
fut,être,19
cependant,cependant,82
qu',que,83
un,un,71
évanouissement,évanouissement,21
",",",",p
après,après,81
lequel,lequel,52
j',je,51
eus,avoir,19
encore,encore,60
la,le,71
force,force,22
de,de,81
regagner,regagner,14
ma,mon,73
demeure,demeure,22
pour,pour,81
me,je,51
mettre,mettre,14
au,à,81
au,le,71
lit,lit,21
/.,/.,P
la,le,71
fièvre,fièvre,22
s',se,51
empara,emparer,19
de,de,81
moi,moi,51
;,;,p
en,en,81
me,je,51
rappelant,rappeler,13
de,de,81
quel,quel,75
point,point,21
j',je,51
étais,être,18
tombé,tomber,12
",",",",p
je,je,51
me,je,51
souvins,souvenir,19
que,que,83
la,le,71
vue,vue,22
que,que,52
j',je,51
avais,avoir,18
admirée,admirer,12
donnait,donner,18
sur,sur,81
un,un,71
cimetière,cimetière,21
",",",",p
celui,celui,52
même,même,30
où,où,60
se,se,51
trouvait,trouver,18
le,le,71
tombeau,tombeau,21
d',de,81
Aurélia,Aurélia,20
/.,/.,P
je,je,51
n',ne,60
y,y,52
pensai,penser,19
véritablement,véritablement,60
qu',que,83
alors,alors,60
;,;,p
sans,sans,81
quoi,quoi,52
",",",",p
je,je,51
pourrais,pouvoir,16
attribuer,attribuer,14
ma,mon,73
chute,chute,22
à,à,81
l',le,71
impression,impression,22
que,que,52
cet,ce,74
aspect,aspect,21
m',je,51
aurait,avoir,16
fait,faire,12
éprouver,éprouver,14
/.,/.,P
cela,cela,52
même,même,60
me,je,51
donna,donner,19
l',le,71
idée,idée,22
d',de,81
une,un,71
fatalité,fatalité,22
plus,plus,60
précise,précis,30
/.,/.,P
je,je,51
regrettai,regretter,19
d'autant,d'autant,60
plus,plus,60
que,que,83
la,le,71
mort,mort,22
ne,ne,60
m',je,51
eut,avoir,19
pas,pas,60
réuni,réunir,12
à,à,81
elle,il,51
/.,/.,P
puis,puis,60
en,en,81
y,y,52
songeant,songer,13
",",",",p
je,je,51
me,je,51
dis,dire,19
que,que,83
je,je,51
n',ne,60
en,en,52
étais,être,18
pas,pas,60
digne,digne,30
/.,/.,P
je,je,51
me,je,51
représentai,représenter,19
amèrement,amèrement,60
la,le,71
vie,vie,22
que,que,52
j',je,51
avais,avoir,18
menée,mener,12
depuis,depuis,81
sa,son,73
mort,mort,22
",",",",p
me,je,51
reprochant,reprocher,13
",",",",p
non,non,60
de,de,81
l',le,52
avoir,avoir,14
oubliée,oublier,12
",",",",p
ce,ce,52
qui,qui,52
n',ne,60
était,être,18
point,point,60
arrivé,arriver,12
",",",",p
mais,mais,82
d',de,81
avoir,avoir,14
",",",",p
en,en,81
de,de,81
faciles,facile,30
amours,amour,21
",",",",p
fait,faire,17
outrage,outrage,21
à,à,81
sa,son,73
mémoire,mémoire,22
/.,/.,P
l',le,71
idée,idée,22
me,je,51
vint,venir,19
d',de,81
interroger,interroger,14
le,le,71
sommeil,sommeil,21
",",",",p
mais,mais,82
son,son,73
image,image,22
",",",",p
qui,qui,52
m',je,51
était,être,18
apparue,apparaître,12
souvent,souvent,60
",",",",p
ne,ne,60
revenait,revenir,18
plus,plus,60
dans,dans,81
mes,mon,73
songes,songe,21
/.,/.,P
je,je,51
n',ne,60
eus,avoir,19
toute,tout,75
une,un,71
race,race,22
fatale,fatal,30
se,se,51
fut,être,19
déchaînée,déchaîner,12
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
monde,monde,21
idéal,idéal,30
que,que,52
j',je,51
avais,avoir,18
vu,voir,12
autrefois,autrefois,60
et,et,82
dont,dont,52
elle,il,51
était,être,18
la,le,71
reine,reine,22
/.,/.,P
le,le,71
même,même,75
esprit,esprit,21
qui,qui,52
m',je,51
avait,avoir,18
menacé,menacer,12
",",",",p
-,-,p
lorsque,lorsque,83
j',je,51
entrais,entrer,18
dans,dans,81
la,le,71
demeure,demeure,22
de,de,81
ces,ce,74
familles,famille,22
pures,pur,30
qui,qui,52
habitaient,habiter,18
les,le,71
hauteurs,hauteur,22
de,de,81
la,le,71
ville,ville,22
mystérieuse,mystérieux,30
",",",",p
-,-,p
passa,passer,19
devant,devant,81
moi,moi,51
",",",",p
non,non,60
plus,plus,60
dans,dans,81
ce,ce,74
costume,costume,21
blanc,blanc,30
qu',que,52
il,il,51
portait,porter,18
jadis,jadis,60
",",",",p
ainsi,ainsi,60
que,que,83
ceux,celui,52
de,de,81
sa,son,73
race,race,22
",",",",p
mais,mais,82
vêtu,vêtu,31
en,en,81
prince,prince,21
d',de,81
orient,orient,21
/.,/.,P
je,je,51
m',je,51
élançais,élancer,18
vers,vers,81
lui,lui,51
",",",",p
le,le,52
menaçant,menacer,13
",",",",p
mais,mais,82
il,il,51
se,se,51
tourna,tourner,19
tranquillement,tranquillement,60
vers,vers,81
moi,moi,51
/.,/.,P
o,oh,93
terreur,terreur,22
!,!,p
ô,oh,93
colère,colère,22
!,!,p
c',ce,52
était,être,18
mon,mon,73
visage,visage,21
",",",",p
c',ce,52
était,être,18
toute,tout,75
ma,mon,73
forme,forme,22
idéalisée,idéalisé,31
et,et,82
grandie,grandi,31
/…,/…,P
alors,alors,60
je,je,51
me,je,51
souvins,souvenir,19
de,de,81
celui,celui,52
qui,qui,52
avait,avoir,18
été,être,12
arrêté,arrêter,12
la,le,71
même,même,75
nuit,nuit,22
que,que,83
moi,moi,51
et,et,82
que,que,83
",",",",p
selon,selon,81
ma,mon,73
pensée,pensée,22
",",",",p
on,on,51
avait,avoir,18
fait,faire,12
sortir,sortir,14
sous,sous,81
mon,mon,73
nom,nom,21
du,de,81
du,le,71
corps,corps,21
de,de,81
garde,garde,22
",",",",p
lorsque,lorsque,83
deux,deux,72
amis,ami,21
étaient,être,18
venus,venir,12
pour,pour,81
me,je,51
chercher,chercher,14
/.,/.,P
il,il,51
portait,porter,18
à,à,81
la,le,71
main,main,22
une,un,71
arme,arme,22
dont,dont,52
je,je,51
distinguais,distinguer,18
mal,mal,60
la,le,71
forme,forme,22
",",",",p
et,et,82
l',le,71
un,un,52
de,de,81
ceux,celui,52
qui,qui,52
l',le,52
accompagnaient,accompagner,18
dit,dire,19
:,:,p
“,“,p
c',ce,52
est,être,17
avec,avec,81
cela,cela,52
qu',que,83
il,il,51
l',le,52
a,avoir,17
frappé,frapper,12
/.,/.,P
“,“,p
je,je,51
ne,ne,60
savais,savoir,18
expliquer,expliquer,14
que,que,83
",",",",p
dans,dans,81
mes,mon,73
idées,idée,22
",",",",p
les,le,71
événements,événement,21
terrestres,terrestre,30
pouvaient,pouvoir,18
coïncider,coïncider,14
avec,avec,81
ceux,celui,52
du,de,81
du,le,71
monde,monde,21
surnaturel,surnaturel,30
",",",",p
cela,cela,52
est,être,17
plus,plus,60
facile,facile,30
à,à,81
sentir,sentir,14
qu',que,83
à,à,81
énoncer,énoncer,14
clairement,clairement,60
/.,/.,P
mais,mais,82
quel,quel,52
était,être,18
donc,donc,82
cet,ce,74
esprit,esprit,21
qui,qui,52
était,être,18
moi,moi,51
et,et,82
en,en,81
dehors,dehors,21
de,de,81
moi,moi,51
/?,/?,P
était,être,18
ce,ce,52
le,le,71
double,double,21
des,de,81
des,le,71
légendes,légende,22
",",",",p
où,où,60
ce,ce,74
frère,frère,21
mystique,mystique,30
que,que,52
les,le,71
orientaux,oriental,21
appellent,appeler,17
Ferouër,Ferouër,20
/?,/?,P
n',ne,60
avais,avoir,18
je,je,51
pas,pas,60
été,être,12
frappé,frapper,12
de,de,81
l',le,71
histoire,histoire,22
de,de,81
ce,ce,74
chevalier,chevalier,21
qui,qui,52
combattit,combattre,19
toute,tout,75
une,un,71
nuit,nuit,22
dans,dans,81
une,un,71
forêt,forêt,22
contre,contre,81
un,un,71
inconnu,inconnu,21
qui,qui,52
était,être,18
lui-même,lui-même,51
/?,/?,P
quoi,quoi,52
qu',que,52
il,il,51
en,en,52
soit,être,17
",",",",p
je,je,51
crois,croire,17
que,que,83
l',le,71
imagination,imagination,22
humaine,humain,30
n',ne,60
a,avoir,17
rien,rien,52
inventé,inventer,12
qui,qui,52
ne,ne,60
soit,être,17
vrai,vrai,30
",",",",p
dans,dans,81
ce,ce,74
monde,monde,21
ou,ou,82
dans,dans,81
les,le,71
autres,autre,52
",",",",p
et,et,82
je,je,51
ne,ne,60
pouvais,pouvoir,18
douter,douter,14
de,de,81
ce,ce,52
que,que,52
j',je,51
avais,avoir,18
vu,voir,12
si,si,60
distinctement,distinctement,60
/.,/.,P
une,un,71
idée,idée,22
terrible,terrible,30
me,je,51
vint,venir,19
:,:,p
“,“,p
l',le,71
homme,homme,21
est,être,17
double,double,30
“,“,p
",",",",p
me,je,51
dis,dire,17
je,je,51
/.,/.,P
-,-,p
“,“,p
je,je,51
sens,sentir,17
deux,deux,72
hommes,homme,21
en,en,81
moi,moi,51
“,“,p
",",",",p
a,avoir,17
écrit,écrire,12
un,un,71
père,père,21
de,de,81
l',le,71
Eglise,Eglise,20
/.,/.,P
-,-,p
le,le,71
concours,concours,21
de,de,81
deux,deux,72
âmes,âme,22
a,avoir,17
déposé,déposer,12
ce,ce,74
germe,germe,21
mixte,mixte,30
dans,dans,81
un,un,71
corps,corps,21
qui,qui,52
lui-même,lui-même,51
offre,offrir,17
à,à,81
la,le,71
vue,vue,22
deux,deux,72
portions,portion,22
similaires,similaire,30
reproduites,reproduit,31
dans,dans,81
tous,tout,75
les,le,71
organes,organe,21
de,de,81
sa,son,73
structure,structure,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
en,en,81
tout,tout,75
homme,homme,21
un,un,71
spectateur,spectateur,21
et,et,82
un,un,71
acteur,acteur,21
",",",",p
celui,celui,52
qui,qui,52
parle,parler,17
et,et,82
celui,celui,52
qui,qui,52
répond,répondre,17
/.,/.,P
les,le,71
Orientaux,Oriental,20
ont,avoir,17
vu,voir,12
là,là,60
deux,deux,72
ennemis,ennemi,21
:,:,p
le,le,71
bon,bon,30
et,et,82
le,le,71
mauvais,mauvais,30
génie,génie,21
/.,/.,P
“,“,p
suis,être,17
je,je,51
le,le,71
bon,bon,30
?,?,p
suis,être,17
je,je,51
le,le,71
mauvais,mauvais,30
?,?,p
me,je,51
disais,dire,18
je,je,51
/.,/.,P
en,en,81
tout,tout,75
cas,cas,21
",",",",p
l',le,71
autre,autre,52
m',je,51
est,être,17
hostile,hostile,30
",",",",p
qui,qui,52
sait,savoir,17
s',si,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
telle,tel,75
circonstance,circonstance,22
où,où,60
tel,tel,75
âge,âge,21
où,où,60
ces,ce,74
deux,deux,72
esprits,esprit,21
se,se,51
séparent,séparer,17
/?,/?,P
attachés,attaché,21
au,à,81
au,le,71
même,même,75
corps,corps,21
tous,tout,75
deux,deux,72
par,par,81
une,un,71
affinité,affinité,22
matérielle,matériel,30
",",",",p
peut-être,peut-être,60
l',le,71
un,un,52
est,être,17
il,il,51
promis,promettre,12
à,à,81
la,le,71
gloire,gloire,22
et,et,82
au,à,81
au,le,71
bonheur,bonheur,21
",",",",p
l',le,71
autre,autre,52
à,à,81
l',le,71
anéantissement,anéantissement,21
ou,ou,82
à,à,81
la,le,71
souffrance,souffrance,22
éternelle,éternel,30
/?,/?,P
un,un,71
éclair,éclair,21
fatal,fatal,30
traversa,traverser,19
tout,tout,60
à,à,81
coup,coup,21
cette,ce,74
obscurité,obscurité,22
/…,/…,P
Aurélia,Aurélia,20
n',ne,60
était,être,18
plus,plus,60
à,à,81
moi,moi,51
!,!,p
je,je,51
croyais,croire,18
entendre,entendre,14
parler,parler,14
d',de,81
une,un,71
cérémonie,cérémonie,22
qui,qui,52
se,se,51
passait,passer,18
ailleurs,ailleurs,60
",",",",p
et,et,82
des,de,81
des,le,71
apprêts,apprêt,21
d',de,81
un,un,71
mariage,mariage,21
mystique,mystique,30
qui,qui,52
était,être,18
le,le,71
mien,mien,52
",",",",p
et,et,82
où,où,60
l',le,71
autre,autre,52
allait,aller,18
profiter,profiter,14
de,de,81
l',le,71
erreur,erreur,22
de,de,81
mes,mon,73
amis,ami,21
et,et,82
d',de,81
Aurélia,Aurélia,20
elle-même,lui-même,51
/.,/.,P
les,le,71
personnes,personne,22
les,le,71
plus,plus,60
chères,cher,30
qui,qui,52
venaient,venir,18
me,je,51
voir,voir,14
et,et,82
me,je,51
consoler,consoler,14
me,je,51
paraissaient,paraître,18
en,en,81
proie,proie,22
à,à,81
l',le,71
incertitude,incertitude,22
",",",",p
c'est-à-dire,c'est-à-dire,91
que,que,83
les,le,71
deux,deux,72
parties,partie,22
de,de,81
leurs,leur,73
âmes,âme,22
se,se,51
séparaient,séparer,18
à,à,81
mon,mon,73
égard,égard,21
",",",",p
l',le,71
une,un,52
affectionnée,affectionné,31
et,et,82
confiante,confiant,30
",",",",p
l',le,71
autre,autre,52
comme,comme,83
frappée,frappé,31
de,de,81
mort,mort,22
/.,/.,P
dans,dans,81
ce,ce,52
que,que,52
ces,ce,74
personnes,personne,22
me,je,51
disaient,dire,18
",",",",p
il,il,51
y,y,52
avait,avoir,18
un,un,71
sens,sens,21
double,double,30
",",",",p
bien,bien,60
que,que,83
toutefois,toutefois,60
elles,ils,51
ne,ne,60
s',se,51
en,en,52
rendissent,rendre,18
pas,pas,60
compte,compte,21
",",",",p
puisqu',puisque,83
elles,ils,51
n',ne,60
étaient,être,18
pas,pas,60
en,en,81
esprit,esprit,21
comme,comme,83
moi,moi,51
/.,/.,P
un,un,71
instant,instant,21
même,même,30
cette,ce,74
pensée,pensée,22
me,je,51
sembla,sembler,19
comique,comique,30
en,en,81
songeant,songer,13
à,à,81
Amphitryon,Amphitryon,20
et,et,82
à,à,81
Sosie,Sosie,20
/.,/.,P
mais,mais,82
si,si,83
ce,ce,74
symbole,symbole,21
terrestre,terrestre,30
était,être,18
autre,autre,75
chose,chose,22
",",",",p
si,si,83
comme,comme,83
dans,dans,81
d',de,81
autres,autre,75
fables,fable,22
de,de,81
l',le,71
antiquité,antiquité,22
",",",",p
c',ce,52
était,être,18
la,le,71
vérité,vérité,22
fatale,fatal,30
sous,sous,81
un,un,71
masque,masque,21
de,de,81
folie,folie,22
/?,/?,P
eh,eh,93
bien,bien,60
",",",",p
me,je,51
dis,dire,19
je,je,51
",",",",p
luttons,lutter,17
contre,contre,81
l',le,71
esprit,esprit,21
fatal,fatal,30
",",",",p
luttons,lutter,17
contre,contre,81
le,le,71
dieu,dieu,21
lui-même,lui-même,51
avec,avec,81
les,le,71
armes,arme,22
de,de,81
la,le,71
tradition,tradition,22
et,et,82
de,de,81
la,le,71
science,science,22
/.,/.,P
quoi,quoi,52
qu',que,52
il,il,51
fasse,faire,17
dans,dans,81
l',le,71
ombre,ombre,22
et,et,82
la,le,71
nuit,nuit,22
",",",",p
j',je,51
existe,exister,17
",",",",p
-,-,p
et,et,82
j',je,51
ai,avoir,17
pour,pour,81
le,le,52
vaincre,vaincre,14
tout,tout,75
le,le,71
temps,temps,21
qu',que,52
il,il,51
m',je,51
est,être,17
donné,donner,12
encore,encore,60
de,de,81
vivre,vivre,14
sur,sur,81
terre,terre,22
/.,/.,P
“,“,p
<Page 43  Partie 1 Chapitre 10>,<>,<>
comment,comment,60
peindre,peindre,14
l',le,71
étrange,étrange,30
désespoir,désespoir,21
où,où,60
ces,ce,74
idées,idée,22
me,je,51
réduisirent,réduire,19
peu,peu,60
à,à,81
peu,peu,60
/?,/?,P
un,un,71
mauvais,mauvais,30
génie,génie,21
avait,avoir,18
pris,prendre,12
ma,mon,73
place,place,22
dans,dans,81
le,le,71
monde,monde,21
des,de,81
des,le,71
âmes,âme,22
;,;,p
-,-,p
pour,pour,81
Aurélia,Aurélia,20
",",",",p
c',ce,52
était,être,18
moi-même,moi-même,51
",",",",p
et,et,82
l',le,71
esprit,esprit,21
désolé,désolé,31
qui,qui,52
vivifiait,vivifier,18
mon,mon,73
corps,corps,21
",",",",p
affaibli,affaiblir,12
",",",",p
dédaigné,dédaigné,31
",",",",p
méconnu,méconnu,21
d',de,81
elle,il,51
",",",",p
se,se,51
voyait,voir,18
à,à,81
jamais,jamais,60
destiné,destiné,31
au,à,81
au,le,71
désespoir,désespoir,21
ou,ou,82
au,à,81
au,le,71
néant,néant,21
/.,/.,P
j',je,51
employai,employer,19
toutes,tout,75
les,le,71
forces,force,22
de,de,81
ma,mon,73
volonté,volonté,22
pour,pour,81
pénétrer,pénétrer,14
encore,encore,60
le,le,71
mystère,mystère,21
dont,dont,52
j',je,51
avais,avoir,18
levé,lever,12
quelques,quelque,75
voiles,voile,21
/.,/.,P
le,le,71
rêve,rêve,21
se,se,51
jouait,jouer,18
parfois,parfois,60
de,de,81
mes,mon,73
efforts,effort,21
et,et,82
n',ne,60
